"","Age","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand"
"2050",11,"Mumbai",54000,"CNG","Manual","First",33.54,998,67.04,5,3.05,"Maruti"
"2051",10,"Bangalore",24000,"Diesel","Automatic","First",17.11,1968,174.33,5,25,"Audi"
"2052",6,"Coimbatore",33218,"Diesel","Manual","First",17.1,1956,170,5,19.05,"Jeep"
"2054",11,"Pune",47000,"Petrol","Manual","First",18,1198,86.7,5,4.15,"Honda"
"2056",13,"Delhi",62000,"Petrol","Manual","First",19.81,1086,68.05,5,2.1,"Hyundai"
"2057",8,"Delhi",47035,"Diesel","Manual","First",18.49,1493,100,7,6.95,"Mahindra"
"2060",10,"Jaipur",70669,"Diesel","Manual","First",15.1,2179,140,7,9,"Mahindra"
"2061",12,"Pune",69000,"Petrol","Manual","First",20.92,998,67.1,5,2.1,"Maruti"
"2063",15,"Mumbai",30000,"Diesel","Automatic","First",12.4,2698,179.5,5,8.95,"Audi"
"2065",9,"Chennai",40000,"Petrol","Manual","First",17.57,1193,88.7,5,4,"Tata"
"2066",10,"Kolkata",40000,"Diesel","Manual","First",26,1498,98.6,5,4.45,"Honda"
"2067",14,"Jaipur",26000,"Petrol","Manual","First",18.6,1199,79.4,5,1.5,"Chevrolet"
"2068",13,"Jaipur",105000,"Diesel","Automatic","Second",16.55,1968,140,5,14.5,"Audi"
"2071",9,"Mumbai",32896,"Petrol","Automatic","First",18,1497,117.3,5,8.9,"Honda"
"2073",9,"Bangalore",65000,"Diesel","Automatic","Second",18.56,1995,190,5,29,"BMW"
"2074",11,"Mumbai",45200,"Diesel","Automatic","First",16.55,1968,147.51,5,13.5,"Audi"
"2075",16,"Hyderabad",82167,"Petrol","Automatic","First",10.1,2354,152,5,5.4,"Honda"
"2077",8,"Hyderabad",46000,"Diesel","Manual","First",28.09,1248,88.5,5,8.45,"Maruti"
"2078",13,"Delhi",67031,"Petrol","Manual","First",17.4,1497,117.3,5,4,"Honda"
"2080",8,"Mumbai",47691,"Petrol","Automatic","First",23.1,998,67.04,5,3.94,"Maruti"
"2081",13,"Jaipur",32531,"Diesel","Automatic","Second",13.73,1995,148,5,8,"Renault"
"2082",11,"Hyderabad",71336,"Diesel","Manual","First",20,1399,68,5,4.1,"Ford"
"2083",18,"Chennai",196000,"Diesel","Manual","First",12.8,2494,102,7,6.25,"Toyota"
"2084",9,"Kolkata",28193,"Diesel","Manual","First",28.4,1248,73.75,5,5.25,"Maruti"
"2085",5,"Coimbatore",2526,"Petrol","Automatic","First",19,2996,362.07,2,83.96,"Mercedes-Benz"
"2086",11,"Hyderabad",85000,"Diesel","Automatic","First",16.1,1950,194,5,21,"Mercedes-Benz"
"2087",9,"Ahmedabad",20780,"Petrol","Manual","First",18.9,1197,81.86,5,4.3,"Hyundai"
"2089",14,"Mumbai",35000,"Petrol","Automatic","Second",11.9,4806,550,5,32,"Porsche"
"2090",11,"Kolkata",36000,"Diesel","Manual","First",17.21,1493,100,7,3.9,"Mahindra"
"2091",17,"Mumbai",67000,"Petrol","Manual","Third",13.4,1794,125,5,2.2,"Toyota"
"2092",8,"Mumbai",34079,"Diesel","Manual","First",25.32,1198,77,6,3.7,"Mahindra"
"2093",14,"Coimbatore",77849,"Petrol","Automatic","Second",10.9,2497,215,5,11.27,"BMW"
"2094",11,"Jaipur",86000,"Petrol","Manual","First",22.74,796,47.3,5,2.41,"Maruti"
"2095",9,"Pune",110000,"Diesel","Automatic","First",15.73,1968,174.33,5,19,"Audi"
"2096",9,"Hyderabad",116000,"Diesel","Manual","Second",23.59,1364,67.05,5,5.8,"Toyota"
"2098",9,"Hyderabad",19317,"Diesel","Manual","First",13,2982,168.7,7,24.5,"Toyota"
"2099",10,"Pune",41000,"CNG","Manual","First",24.6,1193,55.23,5,3.25,"Tata"
"2100",7,"Kochi",25601,"Diesel","Automatic","First",17.9,2143,201.15,5,56.73,"Mercedes-Benz"
"2101",9,"Jaipur",83950,"Diesel","Manual","First",19.67,1582,126.2,5,9.95,"Hyundai"
"2102",12,"Pune",60000,"Petrol","Automatic","First",16.8,1497,118,5,5.5,"Honda"
"2103",9,"Hyderabad",50000,"Diesel","Automatic","First",17.11,1968,174.33,5,25,"Audi"
"2105",13,"Hyderabad",76976,"Petrol","Manual","Second",19.7,796,46.3,5,2.15,"Maruti"
"2106",6,"Kochi",21684,"Petrol","Automatic","First",21.4,1197,83.1,5,7.89,"Maruti"
"2107",9,"Delhi",62000,"Diesel","Manual","First",16,2179,140,7,10.25,"Mahindra"
"2108",17,"Mumbai",1261,"Petrol","Manual","First",19,1194,94.68,5,6,"Ford"
"2111",10,"Delhi",55000,"Petrol","Manual","First",17.8,1497,117.3,5,5.84,"Honda"
"2112",7,"Mumbai",2000,"Petrol","Manual","First",18.88,1499,110.4,5,8.65,"Ford"
"2113",7,"Kochi",25040,"Petrol","Manual","First",21.4,1197,83.1,5,7.74,"Maruti"
"2114",16,"Bangalore",84000,"Petrol","Manual","First",20.36,1197,78.9,5,2.5,"Hyundai"
"2115",17,"Pune",170428,"Diesel","Manual","Second",12.8,2494,102,8,5.7,"Toyota"
"2116",8,"Mumbai",12573,"Petrol","Manual","First",21.4,1197,83.1,5,5.8,"Maruti"
"2118",12,"Delhi",86000,"Diesel","Automatic","Second",13.01,2199,194.3,7,9.5,"Hyundai"
"2119",12,"Coimbatore",51019,"Petrol","Manual","First",0,999,110.2857525,5,3.48,"Hyundai"
"2122",17,"Pune",92000,"Diesel","Manual","First",13.6,2523,63,7,2.7,"Mahindra"
"2123",7,"Pune",29000,"Diesel","Automatic","First",12.9,2755,174.5,7,31,"Toyota"
"2124",15,"Bangalore",70521,"Petrol","Automatic","Second",10.9,2497,215,5,10.3,"BMW"
"2126",12,"Hyderabad",52618,"Petrol","Manual","First",18.9,998,67.1,5,3.2,"Maruti"
"2128",8,"Kochi",29022,"Diesel","Automatic","Second",15.68,1999,177,5,34.08,"Land"
"2129",7,"Chennai",80000,"Diesel","Manual","First",24.52,1248,88.5,7,8.1,"Maruti"
"2131",12,"Pune",100000,"Petrol","Manual","First",20.92,998,67.1,5,1.8,"Maruti"
"2132",9,"Coimbatore",31412,"Petrol","Manual","First",21.1,814,55.2,5,3.42,"Hyundai"
"2133",14,"Mumbai",78000,"Diesel","Automatic","Second",11.4,2953,153.86,7,5.34,"Ford"
"2134",6,"Hyderabad",14000,"Diesel","Automatic","First",12.62,2198,158,7,31.99,"Ford"
"2135",13,"Bangalore",80000,"Diesel","Manual","First",20.54,1598,103.6,5,4.75,"Volkswagen"
"2136",10,"Mumbai",46738,"Petrol","Automatic","First",19.12,1373,91.1,5,6.1,"Maruti"
"2137",11,"Coimbatore",54884,"Petrol","Manual","Second",21.1,814,55.2,5,3.69,"Hyundai"
"2140",11,"Hyderabad",84000,"Diesel","Manual","First",28.4,1248,74,5,5.65,"Maruti"
"2141",13,"Kolkata",77400,"Diesel","Manual","First",21.1,1248,73.9,5,2.5,"Maruti"
"2142",7,"Mumbai",14470,"Diesel","Automatic","First",19.71,2143,201.15,5,38.5,"Mercedes-Benz"
"2143",10,"Kolkata",52108,"Diesel","Manual","First",19.01,1461,108.45,5,5.49,"Renault"
"2144",11,"Kolkata",40000,"Petrol","Manual","First",19.1,1197,85.8,5,3.55,"Maruti"
"2145",10,"Jaipur",105044,"Diesel","Manual","First",12.99,2494,100.6,7,10.75,"Toyota"
"2146",8,"Delhi",24347,"Petrol","Manual","First",15.8,1591,121.3,5,11,"Hyundai"
"2147",10,"Ahmedabad",58000,"Diesel","Manual","First",21.79,1248,88.73,5,4.5,"Maruti"
"2148",10,"Kochi",49663,"Diesel","Manual","First",15.1,2179,140,7,8.42,"Mahindra"
"2149",7,"Mumbai",17000,"Petrol","Automatic","First",18,1497,117.3,5,11.6,"Honda"
"2150",8,"Kochi",13418,"Diesel","Automatic","First",16.36,2179,187.7,5,33.63,"Jaguar"
"2151",16,"Pune",117080,"Diesel","Manual","Third",17.8,1399,68,5,2.25,"Ford"
"2153",14,"Hyderabad",86514,"Diesel","Manual","First",17.8,1248,83.06322571,5,4.25,"Maruti"
"2154",10,"Coimbatore",66882,"Diesel","Automatic","First",17.68,1968,174.33,5,25.02,"Audi"
"2155",10,"Kochi",41460,"Petrol","Manual","First",18.5,1198,86.8,5,3.95,"Honda"
"2156",13,"Mumbai",57000,"Petrol","Automatic","First",16.8,1497,118,5,4.4,"Honda"
"2157",9,"Bangalore",34010,"Petrol","Manual","Third",16.47,1198,73.9,5,4.95,"Volkswagen"
"2159",13,"Mumbai",84000,"Petrol","Manual","First",16.8,1497,116.3,5,3.25,"Honda"
"2160",11,"Kochi",50004,"Petrol","Manual","First",15,1598,103.5,5,4.02,"Skoda"
"2162",12,"Chennai",55000,"Diesel","Manual","First",15,1896,105,5,9.5,"Volkswagen"
"2163",7,"Hyderabad",14900,"Petrol","Automatic","First",21.4,1197,83.1,5,8.6,"Maruti"
"2164",11,"Jaipur",70961,"Diesel","Manual","First",25.8,1498,98.6,5,4,"Honda"
"2165",9,"Mumbai",40194,"Petrol","Manual","First",15.04,1598,103.2,5,5.55,"Volkswagen"
"2167",7,"Mumbai",35000,"Diesel","Automatic","First",18,2993,255,7,41.6,"Land"
"2169",10,"Mumbai",50000,"Diesel","Manual","First",19.01,1461,108.5,5,6.5,"Nissan"
"2170",16,"Mumbai",26299,"Petrol","Manual","First",19.7,796,46.3,5,1.2,"Maruti"
"2171",9,"Bangalore",150386,"Diesel","Manual","First",14.24,2755,174.5,7,23,"Toyota"
"2172",12,"Kolkata",60000,"Diesel","Manual","First",21.9,1396,90,5,2.74,"Hyundai"
"2173",11,"Hyderabad",65000,"Diesel","Manual","First",20,1399,68,5,3.9,"Ford"
"2174",7,"Ahmedabad",80000,"Diesel","Manual","First",24.3,1248,88.5,5,8,"Maruti"
"2176",8,"Mumbai",13000,"Petrol","Automatic","First",12.95,1999,152.88,5,17.75,"Hyundai"
"2177",11,"Coimbatore",73278,"Diesel","Manual","First",21.1,1248,73.9,5,5.05,"Maruti"
"2179",8,"Kochi",46936,"Diesel","Automatic","First",13,2143,204,5,29.6,"Mercedes-Benz"
"2182",8,"Coimbatore",42259,"Diesel","Automatic","First",9,1984,181,5,24.36,"Volvo"
"2183",13,"Mumbai",14000,"Petrol","Manual","Second",17.5,1197,85.8,5,3.2,"Maruti"
"2184",8,"Kolkata",16956,"Petrol","Manual","First",22.5,998,67.04,5,3.6,"Maruti"
"2185",7,"Coimbatore",15473,"Petrol","Manual","First",16.8,796,34.2,5,3.58,"Maruti"
"2186",13,"Delhi",75000,"Diesel","Manual","First",21.5,1248,88.8,5,2.5,"Maruti"
"2188",9,"Delhi",25000,"Petrol","Automatic","First",19.16,2494,158.2,5,25,"Toyota"
"2189",14,"Mumbai",38000,"Petrol","Manual","Second",22.5,998,67.04,5,1.75,"Maruti"
"2190",19,"Bangalore",54000,"Diesel","Automatic","First",11,2987,198.5,5,10,"Mercedes-Benz"
"2191",6,"Jaipur",4131,"Petrol","Automatic","First",21.4,1197,83.1,5,7.75,"Maruti"
"2192",8,"Hyderabad",31700,"Petrol","Manual","First",18.7,1199,88.7,5,6.45,"Honda"
"2193",7,"Pune",66988,"Diesel","Automatic","First",15.4,2179,120,7,10,"Mahindra"
"2197",9,"Hyderabad",45295,"Petrol","Manual","First",18.9,998,67.1,5,4.3,"Maruti"
"2198",6,"Pune",7000,"Diesel","Automatic","First",18.12,1995,190,5,46,"BMW"
"2199",8,"Chennai",57000,"Petrol","Automatic","First",24.07,998,67.1,5,3.4,"Maruti"
"2200",11,"Delhi",40100,"Diesel","Automatic","First",14.84,2143,170,5,14.5,"Mercedes-Benz"
"2202",12,"Mumbai",15000,"Petrol","Manual","First",18.6,1197,85.8,5,3.65,"Maruti"
"2204",15,"Ahmedabad",68000,"Diesel","Manual","Second",23,1396,90,5,3.95,"Hyundai"
"2205",12,"Delhi",83000,"Diesel","Automatic","First",11.9,2496,163.2,5,6.75,"Skoda"
"2206",11,"Kochi",81504,"Diesel","Manual","First",21.43,1364,87.2,5,6.53,"Toyota"
"2207",9,"Hyderabad",73500,"Diesel","Manual","First",13,2982,168.5,7,22,"Toyota"
"2208",11,"Pune",52900,"Petrol","Automatic","First",14.3,1598,103.52,5,4.75,"Skoda"
"2209",7,"Mumbai",20000,"Petrol","Automatic","First",16.5,1198,86.8,5,5.99,"Honda"
"2210",13,"Jaipur",46000,"Petrol","Manual","First",16.47,1198,73.9,5,3.05,"Volkswagen"
"2211",14,"Delhi",65000,"Petrol","Manual","First",16.47,1198,73.9,5,2.4,"Volkswagen"
"2212",17,"Pune",42000,"Petrol","Manual","Third",18.2,998,67.1,5,1.3,"Maruti"
"2213",8,"Kochi",36681,"Diesel","Manual","First",23.59,1364,67.06,5,6.71,"Toyota"
"2214",10,"Ahmedabad",67000,"Diesel","Manual","Second",15.1,2179,140,7,7.2,"Mahindra"
"2215",8,"Chennai",18000,"Petrol","Automatic","First",18.9,1197,82,5,5.4,"Hyundai"
"2216",9,"Kochi",56409,"Diesel","Manual","First",22.7,1498,89.84,5,6.63,"Ford"
"2217",8,"Mumbai",65263,"CNG","Manual","First",17.5,1373,80.46,7,7.5,"Maruti"
"2218",6,"Coimbatore",20300,"Petrol","Automatic","First",18,1497,117.3,5,14.21,"Honda"
"2219",14,"Kolkata",45008,"Petrol","Manual","First",17,1497,118,5,3,"Honda"
"2220",7,"Kochi",21799,"Petrol","Manual","First",23.1,998,67.04,5,5.11,"Maruti"
"2221",13,"Pune",57328,"Petrol","Manual","First",15.04,1598,103.6,5,3.39,"Volkswagen"
"2222",7,"Hyderabad",35358,"Diesel","Automatic","First",11.36,2755,171.5,7,22.99,"Toyota"
"2224",12,"Kolkata",39772,"Diesel","Manual","First",23.2,1248,73.94,5,2.85,"Maruti"
"2226",10,"Bangalore",52000,"Petrol","Manual","First",13.24,1598,102.57,5,5.99,"Renault"
"2227",16,"Hyderabad",152000,"Petrol","Manual","Second",13.5,1799,130,5,3,"Honda"
"2228",8,"Jaipur",42700,"Petrol","Manual","First",23.84,1199,84,5,3.6,"Tata"
"2230",9,"Coimbatore",33195,"Petrol","Manual","First",19.1,1197,85.8,5,6.26,"Maruti"
"2233",9,"Kochi",64399,"Diesel","Manual","First",21.9,1396,90,5,5.02,"Hyundai"
"2234",9,"Mumbai",55000,"Petrol","Manual","First",21.5,1197,81.8,5,3.1,"Maruti"
"2235",12,"Bangalore",50000,"Diesel","Manual","First",20.54,1598,103.6,5,5.5,"Volkswagen"
"2236",10,"Kolkata",33485,"Petrol","Manual","First",19.1,1197,85.8,5,3.59,"Maruti"
"2238",15,"Bangalore",71400,"Petrol","Manual","Third",17,1497,118,5,3.8,"Honda"
"2239",8,"Hyderabad",41713,"Diesel","Manual","First",19.67,1582,126.2,5,12.5,"Hyundai"
"2241",9,"Hyderabad",52950,"Petrol","Manual","First",14,796,35,5,2.35,"Maruti"
"2242",9,"Chennai",29500,"Petrol","Manual","First",20.4,1197,81.8,5,4.15,"Maruti"
"2243",12,"Coimbatore",63888,"Diesel","Automatic","First",14,2987,224,5,22.58,"Mercedes-Benz"
"2247",11,"Mumbai",78000,"Diesel","Automatic","First",18.48,1995,177,5,19.5,"BMW"
"2249",12,"Ahmedabad",95000,"Diesel","Automatic","Second",22.48,1995,190,5,17.5,"BMW"
"2250",14,"Hyderabad",84000,"Diesel","Manual","Second",17.8,1399,68,5,2.41,"Ford"
"2253",15,"Kolkata",68078,"Petrol","Manual","First",19.7,796,46.3,5,1.02,"Maruti"
"2255",20,"Pune",215750,"Diesel","Manual","Second",0,2446,104.3558249,10,3.5,"Toyota"
"2256",11,"Mumbai",25984,"Petrol","Manual","First",15.8,1499,110,5,5.35,"Ford"
"2257",7,"Mumbai",15544,"Petrol","Manual","First",21.4,1197,83.1,5,5.65,"Maruti"
"2258",9,"Mumbai",34000,"Diesel","Automatic","First",23.8,1998,112,5,22,"Mini"
"2259",11,"Mumbai",24000,"Petrol","Automatic","First",17.01,1591,121.4,5,5.95,"Hyundai"
"2261",10,"Pune",52000,"Diesel","Manual","Second",25.8,1498,98.6,5,4.1,"Honda"
"2263",7,"Delhi",39000,"Diesel","Manual","First",23,1498,98.96,5,8.45,"Ford"
"2264",11,"Jaipur",45306,"Diesel","Automatic","Second",11.2,2993,241,4,42.5,"BMW"
"2265",14,"Mumbai",140000,"Diesel","Manual","First",14.24,2755,174.5,7,10.75,"Toyota"
"2266",14,"Pune",55000,"LPG","Manual","Second",13.45,1086,62.1,5,1.65,"Hyundai"
"2267",9,"Kochi",67415,"Diesel","Automatic","First",11.18,2696,184,7,11.03,"Mahindra"
"2269",8,"Jaipur",30292,"Petrol","Manual","First",18.6,1197,81.83,5,6.3,"Hyundai"
"2270",10,"Bangalore",84056,"Petrol","Manual","First",18.88,999,123.24,5,6.75,"Ford"
"2271",7,"Jaipur",62691,"Diesel","Manual","First",26.21,1248,88.5,5,7.5,"Maruti"
"2272",11,"Pune",87000,"Diesel","Automatic","First",17.11,1968,174.33,5,15.5,"Audi"
"2273",9,"Delhi",52513,"Petrol","Manual","First",18,1198,86.7,5,4.65,"Honda"
"2274",8,"Kochi",43983,"Petrol","Automatic","First",15.63,1499,110.4,5,7.58,"Ford"
"2278",8,"Kochi",62192,"Diesel","Manual","First",28.4,1248,74,5,5.22,"Maruti"
"2279",13,"Chennai",128000,"Diesel","Manual","Third",19.2,1461,65,5,2,"Mahindra"
"2280",6,"Kochi",38394,"Petrol","Manual","First",21.56,1462,103.25,5,9.18,"Maruti"
"2281",11,"Coimbatore",37287,"Petrol","Manual","First",26,624,35,4,1.74,"Tata"
"2283",7,"Coimbatore",39419,"Petrol","Manual","First",18.16,1196,86.8,5,4.95,"Ford"
"2284",10,"Delhi",55000,"Diesel","Manual","First",22.54,1396,88.73,5,5.64,"Hyundai"
"2285",8,"Mumbai",7000,"Petrol","Manual","First",18.88,1499,110.4,5,6.9,"Ford"
"2286",13,"Hyderabad",85000,"Diesel","Automatic","First",16.55,1968,147.51,5,13.95,"Audi"
"2287",11,"Hyderabad",51000,"Diesel","Automatic","Second",20.58,1995,143,5,17,"BMW"
"2288",12,"Bangalore",90000,"Diesel","Manual","Second",13.93,2179,138.03,7,4.6,"Tata"
"2289",14,"Jaipur",105000,"Diesel","Manual","Second",12.05,2179,120,8,5.21,"Mahindra"
"2290",7,"Coimbatore",36458,"Petrol","Manual","First",15.29,1591,121.3,5,12.34,"Hyundai"
"2291",18,"Chennai",109000,"Petrol","Manual","First",16.9,1497,100,5,1.5,"Honda"
"2293",13,"Mumbai",8000,"Petrol","Automatic","First",9,3436,172.823126,2,43,"Porsche"
"2294",14,"Hyderabad",45000,"Diesel","Automatic","First",14.7,2993,241.4,6,40,"Land"
"2296",13,"Mumbai",54000,"Petrol","Automatic","First",19.2,1197,80,5,2.9,"Hyundai"
"2297",8,"Delhi",28000,"Petrol","Automatic","First",14.62,1999,149.92,5,13.9,"Hyundai"
"2299",8,"Coimbatore",17738,"Diesel","Automatic","First",15.3,2993,258,5,54.45,"BMW"
"2301",13,"Mumbai",47000,"Diesel","Manual","First",20.64,1498,108.5,5,3.25,"Volkswagen"
"2303",7,"Kolkata",13000,"Petrol","Manual","First",20.4,1197,81.8,5,4.65,"Maruti"
"2304",12,"Kolkata",67000,"Diesel","Manual","First",19.33,1968,138.1,5,5,"Volkswagen"
"2305",9,"Delhi",50000,"Petrol","Manual","First",18.6,1197,81.83,5,4.95,"Hyundai"
"2306",10,"Bangalore",55000,"Diesel","Manual","First",15.1,2179,140,7,9.8,"Mahindra"
"2307",5,"Coimbatore",9312,"Diesel","Automatic","First",18,2987,258,5,78.8,"Mercedes-Benz"
"2308",9,"Kolkata",30458,"Petrol","Manual","First",23.1,998,67.04,5,2.99,"Maruti"
"2310",13,"Pune",50000,"Petrol","Manual","Second",23.9,624,37.48,4,0.75,"Tata"
"2311",8,"Delhi",36676,"CNG","Manual","First",25,1197,81.86,5,5,"Hyundai"
"2312",10,"Chennai",72563,"Diesel","Manual","Second",22.77,1498,98.59,5,5,"Ford"
"2313",9,"Coimbatore",58239,"Petrol","Automatic","First",14.62,1999,149.92,5,9.69,"Hyundai"
"2314",9,"Coimbatore",57934,"Diesel","Manual","First",18.2,1248,73.74,8,5.5,"Chevrolet"
"2315",7,"Chennai",6500000,"Diesel","Automatic","First",15.97,2993,258,5,65,"BMW"
"2317",12,"Mumbai",27014,"Petrol","Manual","First",16.25,1198,75,5,2.19,"Skoda"
"2318",12,"Chennai",90906,"Diesel","Manual","First",20.54,1598,103.6,5,4.25,"Volkswagen"
"2319",11,"Hyderabad",61202,"Diesel","Automatic","First",11.18,2696,184,7,14.5,"Mahindra"
"2320",10,"Mumbai",51000,"Diesel","Manual","First",19.87,1461,83.14,5,5.65,"Nissan"
"2321",8,"Ahmedabad",88008,"Diesel","Automatic","Second",12.9,2755,174.5,7,22.5,"Toyota"
"2322",20,"Jaipur",160000,"Petrol","Automatic","Second",11.3,1794,125,5,1.5,"Toyota"
"2323",12,"Kochi",42591,"Petrol","Manual","First",20.36,1197,78.9,5,3.2,"Hyundai"
"2324",12,"Bangalore",67000,"Diesel","Manual","First",23,1396,90,5,4.5,"Hyundai"
"2325",10,"Pune",48000,"Diesel","Manual","Second",25.8,1498,98.6,5,4.5,"Honda"
"2326",10,"Jaipur",97000,"Diesel","Automatic","First",22.32,1582,126.32,5,8,"Hyundai"
"2327",6,"Mumbai",10000,"Diesel","Automatic","First",17.9,2143,136,5,28.9,"Mercedes-Benz"
"2328",9,"Coimbatore",56900,"Diesel","Manual","First",20.14,1498,88.8,5,4.1,"Volkswagen"
"2329",18,"Hyderabad",74483,"Petrol","Automatic","First",0,999,172.8554384,5,2.3,"Hyundai"
"2330",7,"Kochi",36152,"Petrol","Automatic","First",21.4,1197,83.1,5,7.22,"Maruti"
"2331",10,"Hyderabad",85512,"Diesel","Manual","First",22.9,1248,74,5,5.8,"Maruti"
"2332",11,"Chennai",234000,"Diesel","Manual","Second",14,2489,95,8,3.5,"Mahindra"
"2333",11,"Bangalore",36000,"Diesel","Manual","Second",22.7,1498,89.84,5,6.35,"Ford"
"2334",9,"Delhi",36096,"Diesel","Manual","First",15.1,2179,140,7,8.85,"Mahindra"
"2336",12,"Bangalore",73000,"Petrol","Manual","First",17.01,1591,121.3,5,5.5,"Hyundai"
"2337",10,"Kolkata",44300,"Petrol","Manual","Second",18.9,1197,82,5,2.3,"Hyundai"
"2341",8,"Delhi",23000,"Petrol","Automatic","First",13.7,1991,183,5,25,"Mercedes-Benz"
"2342",16,"Coimbatore",50135,"Diesel","Manual","First",15.8,2148,170,5,10.36,"Mercedes-Benz"
"2345",8,"Chennai",150000,"Diesel","Manual","First",14.95,2489,93.7,9,4.5,"Mahindra"
"2346",9,"Delhi",53503,"Diesel","Manual","First",26.59,1248,74,5,5,"Maruti"
"2347",10,"Ahmedabad",47003,"Petrol","Manual","First",20.36,1197,78.9,5,3.67,"Hyundai"
"2348",10,"Delhi",80000,"Diesel","Manual","First",14,2179,138.1,7,6,"Tata"
"2349",6,"Coimbatore",20492,"Petrol","Manual","First",18.9,1197,82,5,6.34,"Hyundai"
"2350",12,"Chennai",17000,"Petrol","Automatic","Second",16.82,1998,189.08,4,22,"Mini"
"2353",6,"Kochi",28786,"Petrol","Manual","First",10.4,2393,163.5,5,9.74,"Maruti"
"2354",13,"Chennai",143354,"Diesel","Manual","Second",16,1997,140,7,6,"Mahindra"
"2355",11,"Mumbai",21000,"Petrol","Automatic","First",17.44,1998,189.08,4,21.5,"Mini"
"2356",10,"Pune",29202,"CNG","Manual","First",33.54,998,67.04,5,3.9,"Maruti"
"2357",15,"Jaipur",73000,"Diesel","Manual","Second",21.1,1248,73.9,5,2.35,"Maruti"
"2358",12,"Delhi",74000,"Diesel","Manual","Second",22.07,1199,73.9,5,2.65,"Volkswagen"
"2359",13,"Kochi",65423,"Petrol","Manual","First",20.36,1197,78.9,5,3.16,"Hyundai"
"2360",15,"Jaipur",65000,"Petrol","Manual","Second",19,998,66.1,5,2.05,"Maruti"
"2361",11,"Hyderabad",83875,"CNG","Manual","Second",26.6,998,58.16,5,2.95,"Maruti"
"2362",10,"Hyderabad",55277,"Petrol","Manual","First",20.51,998,67.04,5,3.9,"Maruti"
"2363",7,"Coimbatore",50808,"Diesel","Manual","Second",24.2,1498,98.6,7,6.68,"Honda"
"2365",7,"Mumbai",32000,"Petrol","Automatic","First",14.84,1598,103.52,5,8.11,"Skoda"
"2366",7,"Delhi",25000,"Diesel","Manual","First",28.09,1248,88.5,5,8.3,"Maruti"
"2367",8,"Coimbatore",23218,"Diesel","Automatic","First",15.26,2143,203.2,5,45.61,"Mercedes-Benz"
"2368",14,"Pune",84000,"Diesel","Automatic","First",20,1968,138.1,5,4.45,"Skoda"
"2369",7,"Delhi",40000,"Diesel","Manual","First",24.3,1248,88.5,5,7.85,"Maruti"
"2370",13,"Hyderabad",17000,"LPG","Manual","First",13.45,1086,62.1,5,3.1,"Hyundai"
"2372",7,"Delhi",65000,"Diesel","Manual","First",25.47,1248,88.5,7,7.65,"Maruti"
"2373",11,"Ahmedabad",40000,"Petrol","Manual","First",17,1197,80,5,4.9,"Hyundai"
"2374",6,"Coimbatore",24500,"Diesel","Automatic","First",16,2179,140,7,16.52,"Mahindra"
"2375",8,"Kochi",56674,"Petrol","Automatic","First",13.7,1798,157.75,5,14.05,"Skoda"
"2376",8,"Kochi",51950,"Petrol","Manual","First",20.73,1373,91.1,5,6.75,"Maruti"
"2378",12,"Chennai",150000,"Diesel","Manual","Third",23.59,1364,79.87746275,5,3,"Toyota"
"2379",16,"Chennai",114750,"Petrol","Manual","Second",17,1497,118,5,2.75,"Honda"
"2381",12,"Pune",64000,"Diesel","Manual","First",21.9,1396,90,5,4.25,"Hyundai"
"2382",8,"Kolkata",21460,"Petrol","Manual","First",17,1497,121.36,5,6,"Ford"
"2384",16,"Ahmedabad",52000,"Petrol","Manual","First",16.1,1298,88.2,5,2.41,"Maruti"
"2386",10,"Kochi",89230,"Diesel","Manual","First",11.1,2400,200,7,23.65,"Volvo"
"2387",8,"Delhi",27000,"Petrol","Manual","First",21.4,1197,83.1,5,6.5,"Maruti"
"2389",8,"Hyderabad",73000,"Petrol","Manual","First",25.17,799,53.3,5,3.2,"Renault"
"2390",7,"Coimbatore",21740,"Petrol","Manual","First",18.16,1196,86.8,5,6.42,"Ford"
"2391",9,"Jaipur",59000,"Diesel","Manual","First",13,2982,168.5,7,23,"Toyota"
"2392",11,"Chennai",83432,"Petrol","Manual","First",17,1497,118,5,5.9,"Honda"
"2393",10,"Pune",87200,"Diesel","Manual","First",15.4,2523,75,7,7.75,"Mahindra"
"2394",12,"Hyderabad",88000,"Diesel","Automatic","First",13.2,1995,170,5,15,"BMW"
"2397",12,"Kolkata",24000,"Petrol","Manual","Second",17.01,1591,121.3,5,6.2,"Hyundai"
"2398",7,"Kochi",20773,"Diesel","Manual","First",24,1186,73.97,5,5.92,"Hyundai"
"2399",8,"Kolkata",22000,"Diesel","Manual","First",20.14,1498,88,5,6.29,"Volkswagen"
"2401",17,"Pune",115800,"Petrol","Automatic","Third",10.1,2354,152,5,3.8,"Honda"
"2402",10,"Ahmedabad",41125,"Petrol","Manual","First",17.92,1086,62.1,5,2.7,"Hyundai"
