"","X","Year","Age","Name","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price"
"996",1006,2017,7,"Tata Tigor 1.2 Revotron XT","Mumbai",7000,"Petrol","Manual","First",20.3,1199,84,5,7.16788319605424
"997",1007,2014,10,"Hyundai Xcent 1.1 CRDi S","Kolkata",60188,"Diesel","Manual","First",24.4,1120,71,5,9.82758121979345
"998",1008,2012,12,"Ford Figo Diesel ZXI","Ahmedabad",79000,"Diesel","Manual","First",20,1399,68,5,9.47131234815991
"999",1009,2012,12,"Toyota Innova 2.5 GX (Diesel) 7 Seater","Chennai",115439,"Diesel","Manual","Second",12.99,2494,100,7,14.8795598921419
"1000",1010,2011,13,"Hyundai i20 2015-2017 1.4 CRDi Sportz","Pune",104500,"Diesel","Manual","Second",23,1396,90,5,10.9917540434887
"1001",1011,2013,11,"Mercedes-Benz E-Class E250 CDI Launch Edition","Delhi",35000,"Diesel","Automatic","First",13,2143,204,5,45.5729868783538
"1002",1012,2016,8,"Hyundai Creta 1.6 SX Plus Diesel","Coimbatore",26186,"Diesel","Manual","First",19.67,1582,126.2,5,14.8510002872558
"1003",1013,2012,12,"Chevrolet Spark 1.0 LT","Pune",58061,"Petrol","Manual","First",18,995,62,5,5.35798755618598
"1004",1014,2011,13,"Hyundai i20 1.4 CRDi Sportz","Ahmedabad",62000,"Diesel","Manual","First",23,1396,90,5,10.4710202074924
"1005",1015,2013,11,"Maruti Swift Dzire VDI","Mumbai",118000,"Diesel","Manual","Second",23.4,1248,74,5,8.89099105497601
"1006",1016,2009,15,"Hyundai i10 Magna 1.2","Chennai",65000,"Petrol","Manual","First",20.36,1197,78.9,5,7.16145484810975
"1007",1017,2008,16,"Hyundai Santro Xing GLS","Hyderabad",44379,"Petrol","Manual","First",17.92,1086,62.1,5,5.69739193491756
"1008",1018,2017,7,"Ford Ecosport 1.5 DV5 MT Ambiente","Kochi",61041,"Diesel","Manual","First",22.7,1498,89.84,5,10.5186474192118
"1009",1019,2011,13,"Ford Fiesta Classic 1.4 Duratorq CLXI","Bangalore",73000,"Diesel","Manual","Second",17.8,1399,67,5,9.46639271966842
"1010",1020,2016,8,"Hyundai Creta 1.6 CRDi AT SX Plus","Pune",57297,"Diesel","Automatic","First",17.01,1582,126.2,5,35.3898906506076
"1011",1021,2015,9,"Hyundai Creta 1.6 VTVT Base","Hyderabad",28700,"Petrol","Manual","Second",15.29,1591,121.3,5,12.9543681264895
"1012",1022,2013,11,"Honda City 1.5 V MT","Hyderabad",85264,"Petrol","Manual","First",17,1497,118,5,12.541575161693
"1013",1023,2017,7,"Maruti Ignis 1.2 AMT Delta","Hyderabad",20000,"Petrol","Automatic","First",20.89,1197,81.8,5,7.21
"1014",1024,2017,7,"Honda City i-VTEC CVT ZX","Hyderabad",11934,"Petrol","Automatic","First",18,1497,117.3,5,16.94
"1015",1025,2010,14,"Honda City 1.5 V MT","Pune",83000,"Petrol","Manual","First",17,1497,118,5,13.2311154446283
"1016",1026,2013,11,"Ford Fiesta Classic 1.6 Duratec LXI","Hyderabad",23000,"Petrol","Manual","First",15.3,1596,99.6,5,12.139327798578
"1017",1027,2017,7,"Hyundai i20 Sportz 1.2","Mumbai",14927,"Petrol","Manual","First",18.6,1197,81.83,5,7.08354938021437
"1018",1028,2007,17,"Toyota Corolla Executive (HE)","Hyderabad",158000,"Petrol","Manual","Second",13.4,1794,125,5,13.5178830971698
"1019",1029,2011,13,"Nissan Micra Diesel XV","Jaipur",111000,"Diesel","Manual","Third",23.08,1461,63.1,5,9.29517847926913
"1020",1030,2011,13,"Maruti Alto LXi BSIII","Hyderabad",63528,"Petrol","Manual","First",19.7,796,46.3,5,4.35842701197364
"1021",1031,2015,9,"Maruti Ciaz VDi Plus","Jaipur",92000,"Diesel","Manual","First",26.21,1248,88.5,5,9.20173224184664
"1022",1032,2017,7,"Maruti Ciaz 1.3 Alpha","Delhi",41200,"Diesel","Manual","First",28.09,1248,88.5,5,9.48247227797579
"1023",1033,2016,8,"Mahindra XUV500 W8 2WD","Coimbatore",39052,"Diesel","Manual","First",15.1,2179,140,7,25.5371510692093
"1024",1034,2014,10,"Renault Duster 85PS Diesel RxL","Ahmedabad",55100,"Diesel","Manual","First",20.45,1461,83.8,5,10.3280048791001
"1025",1035,2011,13,"Hyundai i20 1.2 Sportz","Ahmedabad",76958,"Petrol","Manual","First",17,1197,80,5,6.89410580241839
"1026",1036,2015,9,"Renault Pulse RxL","Kochi",70419,"Diesel","Manual","First",23.08,1461,63.12,5,9.21443050297218
"1027",1037,2017,7,"Maruti Wagon R AMT VXI","Mumbai",21000,"Petrol","Automatic","First",20.51,998,67,5,7.0115040540487
"1028",1038,2009,15,"BMW 6 Series 650i Coupe","Delhi",64000,"Petrol","Automatic","First",7.94,4395,450,4,64.7095817831088
"1029",1039,2011,13,"Honda City V MT","Delhi",63698,"Petrol","Manual","Second",16.8,1497,116.3,5,12.4800315480949
"1030",1040,2016,8,"Tata Indigo eCS LX BSIV","Coimbatore",62715,"Diesel","Manual","First",23.03,1396,69,5,9.06462010357074
"1031",1041,2013,11,"Honda Brio S MT","Coimbatore",37922,"Petrol","Manual","Second",19.4,1198,86.8,5,6.92639832825021
"1032",1042,2016,8,"Honda Jazz 1.5 S i DTEC","Ahmedabad",52000,"Diesel","Manual","First",27.3,1498,98.6,5,13.0600648599583
"1033",1043,2013,11,"Mercedes-Benz A Class A180 CDI","Chennai",47000,"Diesel","Automatic","First",20,2143,107.3,5,32.9018018248144
"1034",1044,2009,15,"Toyota Corolla Altis GL","Mumbai",64000,"Petrol","Manual","Second",14.53,1798,138.1,5,18.2609631259903
"1035",1045,2007,17,"Honda Civic 2006-2010 1.8 (E) MT","Hyderabad",109000,"Petrol","Manual","Second",13.5,1799,130,5,16.8743157529378
"1036",1046,2015,9,"Hyundai Creta 1.6 CRDi SX Option","Mumbai",19000,"Diesel","Manual","First",19.67,1582,126.2,5,14.2171597865486
"1037",1047,2009,15,"Audi Q5 2008-2012 2.0 TFSI Quattro","Ahmedabad",99000,"Petrol","Automatic","Second",9.74,1984,208,5,59.3318655006739
"1038",1048,2005,19,"OpelCorsa 1.4Gsi","Hyderabad",50000,"Petrol","Manual","Second",14.2,1389,88,5,7.04738827463307
"1039",1049,2013,11,"Toyota Fortuner 4x2 AT","Pune",105000,"Diesel","Automatic","Second",12.55,2982,168.5,7,25.2494506748217
"1040",1050,2016,8,"Hyundai Creta 1.6 VTVT S","Jaipur",24000,"Petrol","Manual","First",15.29,1591,121.3,5,12.2900527609634
"1041",1051,2017,7,"Volkswagen Ameo 1.5 TDI Highline","Coimbatore",23389,"Diesel","Manual","First",21.66,1498,108.62,5,10.13
"1042",1052,2009,15,"Hyundai i20 Magna","Ahmedabad",90000,"Petrol","Manual","First",18.5,1197,80,5,7.03308984832801
"1043",1053,2013,11,"Audi A6 2011-2015 2.0 TDI Premium Plus","Delhi",20000,"Diesel","Automatic","First",17.68,1968,174.33,5,53.7578059586204
"1044",1054,2014,10,"Hyundai Grand i10 CRDi Sportz","Jaipur",62269,"Diesel","Manual","First",24,1120,70,5,9.28044685678045
"1045",1055,2015,9,"Audi Q3 30 TDI S Edition","Chennai",69000,"Diesel","Manual","First",17.32,1968,138.13,5,30.317173165346
"1046",1056,2015,9,"BMW 5 Series 2013-2017 530d M Sport","Kochi",58898,"Diesel","Automatic","First",14.69,2993,258,5,62.9698740314972
"1047",1057,2018,6,"Maruti Swift Dzire AMT ZDI","Coimbatore",29110,"Diesel","Automatic","First",26.59,1248,74,5,14.4105216974091
"1048",1058,2019,5,"Hyundai Grand i10 1.2 Kappa Sportz AT","Kochi",34649,"Petrol","Automatic","First",18.9,1197,81.86,5,7.96
"1049",1059,2017,7,"Honda City i DTEC SV","Kolkata",13000,"Diesel","Manual","First",26,1498,98.6,5,12.7847256814555
"1050",1060,2015,9,"Hyundai Grand i10 1.2 Kappa Magna","Jaipur",25043,"Petrol","Manual","First",18.9,1197,81.86,5,6.54
"1051",1061,2018,6,"Honda Jazz 1.2 V CVT i VTEC","Coimbatore",36611,"Petrol","Automatic","First",19,1199,88.7,5,8.26317197679386
"1052",1062,2008,16,"Maruti Swift VDi BSIII W/ ABS","Jaipur",150000,"Diesel","Manual","Second",17.8,1248,75,5,9.35888016681053
"1053",1063,2015,9,"Maruti Wagon R VXI","Ahmedabad",82000,"Petrol","Manual","First",22.5,998,67.04,5,5.27
"1054",1064,2017,7,"Maruti Ciaz RS ZDi Plus SHVS","Kochi",45158,"Diesel","Manual","Second",28.09,1248,88.5,5,9.96193261667185
"1055",1065,2016,8,"Volkswagen Vento 1.2 TSI Comfortline AT","Coimbatore",36968,"Petrol","Automatic","First",16.93,1197,103.2,5,12.8881646297673
"1056",1066,2015,9,"Maruti Swift VXI BSIV","Coimbatore",53556,"Petrol","Manual","First",20.4,1197,81.8,5,7.03021280227
"1057",1067,2013,11,"Skoda Laura Ambition 2.0 TDI CR AT","Bangalore",78500,"Diesel","Automatic","First",20,1968,138.1,5,51.6629585319627
"1058",1068,2017,7,"Hyundai Xcent 1.1 CRDi S Celebration Edition","Jaipur",133000,"Diesel","Manual","First",24.4,1120,71,5,9.08652660178967
"1059",1069,2017,7,"Hyundai Creta 1.6 CRDi SX","Coimbatore",33186,"Diesel","Manual","First",19.67,1582,126.2,5,14.7609100994594
"1060",1070,2012,12,"Mercedes-Benz New C-Class C 200 CGI Elegance","Delhi",65000,"Petrol","Automatic","First",11.74,1796,186,5,72.2558945854701
"1061",1071,2015,9,"Maruti Swift VDI","Coimbatore",61903,"Diesel","Manual","First",22.9,1248,74,5,9.08332298894407
"1062",1072,2011,13,"Toyota Etios G","Kolkata",25000,"Petrol","Manual","First",17.6,1496,88.73,5,8.95327756982001
"1063",1073,2007,17,"Hyundai Santro Xing XG AT eRLX Euro III","Coimbatore",64168,"Petrol","Automatic","First",17,1086,116.884263698181,5,18.0421138901995
"1064",1074,2017,7,"Maruti Swift Dzire VXI Optional","Hyderabad",8044,"Petrol","Manual","First",20.85,1197,83.14,5,7.13353726109804
"1065",1075,2017,7,"Audi Q5 3.0 TDI Quattro Technology","Bangalore",18000,"Diesel","Automatic","First",13.22,2967,241.4,5,58.5758789159655
"1066",1076,2013,11,"Honda City V MT","Mumbai",80000,"Petrol","Manual","First",16.8,1497,116.3,5,12.3354158702545
"1067",1077,2016,8,"Mahindra KUV 100 mFALCON D75 K6 5str AW","Chennai",45000,"Diesel","Manual","First",25.32,1198,77,5,9.21087446207286
"1068",1078,2013,11,"Mahindra Xylo D4 BSIV","Mumbai",78835,"Diesel","Manual","Second",14,2498,112,8,19.815620034088
"1069",1079,2017,7,"Tata Tiago 1.2 Revotron XT","Kochi",30631,"Petrol","Manual","First",23.84,1199,84,5,5.56
"1070",1080,2011,13,"Mahindra Scorpio VLX 2WD BSIII","Hyderabad",72573,"Diesel","Manual","First",12.05,2179,120,8,22.0303317369237
"1071",1081,2016,8,"Toyota Innova Crysta 2.8 GX AT","Delhi",10000,"Diesel","Automatic","First",11.36,2755,171.5,7,20.74
"1072",1082,2011,13,"Maruti Wagon R VXI BSIII","Mumbai",50215,"Petrol","Manual","First",18.9,998,67.1,5,5.23573436795328
"1073",1083,2009,15,"Maruti 800 AC","Kolkata",9999,"Petrol","Manual","First",16.1,796,37,4,5.06388208385151
"1074",1084,2008,16,"Honda Civic 2006-2010 1.8 MT Sport","Pune",110000,"Petrol","Manual","Second",13.5,1799,130,5,16.8339299125108
"1075",1085,2013,11,"Chevrolet Beat Diesel LS","Jaipur",81000,"Diesel","Manual","First",25.44,936,57.6,5,9.66807561527547
"1076",1086,2016,8,"Mahindra Thar CRDe","Delhi",11000,"Diesel","Manual","First",16.55,2498,105,6,11.14
"1077",1087,2017,7,"Tata Zest Revotron 1.2T XE","Kolkata",59000,"Petrol","Manual","First",17.57,1193,88.7,5,6.59
"1078",1088,2015,9,"Hyundai EON Era Plus","Mumbai",8300,"Petrol","Manual","First",21.1,814,55.2,5,4.36538957029396
"1079",1089,2016,8,"Mahindra Ssangyong Rexton RX7","Mumbai",40000,"Diesel","Automatic","First",11.18,2696,184,7,29.0540870807836
"1080",1090,2016,8,"Hyundai Creta 1.6 CRDi SX Option","Pune",83500,"Diesel","Manual","First",19.67,1582,126.2,5,15.6407957496046
"1081",1091,2017,7,"Tata Zest Quadrajet 1.3 75PS XE","Kolkata",22000,"Diesel","Manual","First",22.95,1248,74,5,7.94
"1082",1092,2013,11,"Chevrolet Enjoy Petrol LTZ 7 Seater","Mumbai",39000,"Petrol","Manual","First",13.7,1399,98.82,7,18.0778083260308
"1083",1093,2013,11,"Skoda Superb Elegance 2.0 TDI CR AT","Pune",90000,"Diesel","Automatic","First",17.2,1968,138.1,5,49.2988501655131
"1084",1094,2012,12,"Hyundai i20 2015-2017 Magna Optional 1.4 CRDi","Pune",134487,"Diesel","Manual","First",21.9,1396,88.8,5,10.6782800011715
"1085",1095,2014,10,"Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus","Bangalore",65000,"Diesel","Automatic","First",15.73,1968,174.33,5,48.2564064969491
"1086",1096,2015,9,"Mahindra Scorpio S6 Plus 7 Seater","Ahmedabad",48000,"Diesel","Manual","First",15.4,2179,120,7,20.1083392724779
"1087",1097,2011,13,"BMW 3 Series 320d","Bangalore",60000,"Diesel","Automatic","First",13.2,1995,170,5,47.8604659115571
"1088",1098,2015,9,"Mercedes-Benz CLA 45 AMG","Kochi",23742,"Petrol","Automatic","First",15.04,1991,360,5,45.4879331312392
"1089",1099,2010,14,"Honda City 1.5 S MT","Hyderabad",60268,"Petrol","Manual","First",17,1497,118,5,12.7421483185804
"1090",1100,2016,8,"Maruti Vitara Brezza ZDi","Hyderabad",70746,"Diesel","Manual","First",24.3,1248,88.5,5,11.02
"1091",1101,2014,10,"Toyota Camry 2.5 G","Delhi",61000,"Petrol","Automatic","First",12.98,2494,178.4,5,54.1748292918814
"1092",1102,2007,17,"Maruti Swift Vdi BSIII","Pune",102000,"Diesel","Manual","First",17.8,1248,75,5,8.88163176782179
"1093",1103,2016,8,"Hyundai Elantra SX AT","Bangalore",25000,"Petrol","Automatic","Second",14.5,1797,147.4,5,29.9360624300918
"1094",1104,2013,11,"Renault Duster 85PS Diesel RxL Optional","Delhi",64000,"Diesel","Manual","First",20.46,1461,83.8,5,9.92984580939289
"1095",1105,2010,14,"Audi Q5 2008-2012 3.0 TDI Quattro","Hyderabad",78265,"Diesel","Automatic","First",12.19,2967,236,5,81.4102565437664
"1096",1106,2006,18,"Maruti Esteem Vxi - BSIII","Pune",76560,"Petrol","Manual","Third",15.9,1298,85,5,6.9557505060803
"1097",1107,2017,7,"Jeep Compass 2.0 Longitude","Kolkata",10000,"Diesel","Manual","First",17.1,1956,170,5,20.01
"1098",1108,2010,14,"Honda City 1.5 V AT","Mumbai",52000,"Petrol","Automatic","First",16.8,1497,118,5,19.9158234732763
"1099",1109,2018,6,"Tata Zest Quadrajet 1.3 75PS XE","Jaipur",45000,"Diesel","Manual","First",22.95,1248,74,5,7.94
"1100",1110,2018,6,"Maruti Baleno Zeta 1.2","Kochi",29562,"Petrol","Manual","First",21.4,1197,83.1,5,7.21721290579933
"1101",1111,2014,10,"Maruti Swift Dzire VDI","Kolkata",32000,"Diesel","Manual","First",26.59,1248,74,5,9.00139268326923
"1102",1112,2016,8,"Volkswagen Polo 1.2 MPI Highline","Coimbatore",22003,"Petrol","Manual","First",16.2,1199,74,5,6.45647660020359
"1103",1113,2017,7,"Mini Clubman Cooper S","Pune",2890,"Petrol","Manual","First",13.8,1998,192,5,44.59
"1104",1114,2015,9,"Mitsubishi Pajero Sport 4X2 AT","Mumbai",52000,"Diesel","Automatic","First",13.5,2477,175.56,7,32.62
"1105",1115,2008,16,"Honda City ZX EXi","Pune",100000,"Petrol","Manual","Second",17.7,1497,78,5,7.37496653953878
"1106",1116,2013,11,"Hyundai EON Era Plus","Jaipur",60000,"Petrol","Manual","Second",21.1,814,55.2,5,4.31783589805004
"1107",1117,2010,14,"Chevrolet Spark 1.0 PS","Jaipur",6512,"Petrol","Manual","First",16,995,63,5,7.07450351677015
"1108",1118,2008,16,"Maruti Alto LXi","Kolkata",39008,"Petrol","Manual","First",19.7,796,46.3,5,4.46093183960318
"1109",1119,2003,21,"Toyota Corolla Executive (HE)","Chennai",136441,"Petrol","Manual","First",13.4,1794,125,5,20.8194402176161
"1110",1120,2012,12,"Hyundai i20 1.2 Sportz Option","Kolkata",36200,"Petrol","Manual","First",17,1197,80,5,6.99728320085349
"1111",1121,2015,9,"Hyundai Verna 1.4 CRDi","Kolkata",32506,"Diesel","Manual","First",24.8,1396,88.7,5,10.066600032893
"1112",1122,2016,8,"Chevrolet Enjoy 1.4 LTZ 8","Pune",67000,"Petrol","Manual","First",13.7,1399,98.79,8,16.2220922486798
"1113",1123,2011,13,"Fiat Grande Punto 1.4 Emotion","Pune",59800,"Petrol","Manual","Second",14.6,1368,88.7,5,6.99938945889303
"1114",1124,2015,9,"Mahindra XUV500 W8 4WD","Coimbatore",63008,"Diesel","Manual","First",15.1,2179,140,7,25.5501513874409
"1115",1125,2018,6,"Maruti Vitara Brezza ZDi AMT","Coimbatore",57804,"Diesel","Automatic","First",24.3,1248,88.5,5,11.59
"1116",1126,2012,12,"Toyota Etios Liva G","Kolkata",37212,"Petrol","Manual","First",18.3,1197,81.5697728460874,5,6.99444579752952
"1117",1127,2015,9,"Hyundai Creta 1.6 CRDi SX","Jaipur",65000,"Diesel","Manual","First",19.67,1582,126.2,5,14.5793923165264
"1118",1128,2009,15,"Hyundai Santro Xing GLS","Coimbatore",61259,"Petrol","Manual","First",17.92,1086,62.1,5,5.17606914136742
"1119",1129,2010,14,"Hyundai i20 1.4 Asta (AT)","Chennai",50000,"Petrol","Automatic","Second",15,1396,100,5,21.9622424924905
"1120",1130,2006,18,"Hyundai Elantra CRDi","Mumbai",183513,"Diesel","Manual","Second",14.9,1991,112.2,5,14.8737517046679
"1121",1131,2015,9,"Mahindra XUV500 W10 2WD","Delhi",66000,"Diesel","Manual","First",16,2179,140,7,28.0945637634299
"1122",1132,2012,12,"Audi A6 2.0 TDI Design Edition","Kochi",78979,"Diesel","Automatic","First",18.53,1968,187.74,5,56.0014372679664
"1123",1133,2016,8,"Tata Tiago 1.2 Revotron XZ WO Alloy","Bangalore",30010,"Petrol","Manual","First",23.84,1199,84,5,6.46
"1124",1134,2016,8,"Mercedes-Benz A Class Edition 1","Kochi",27508,"Diesel","Automatic","First",20,2143,107.3,5,37.7896435874194
"1125",1135,2014,10,"Hyundai Verna 1.6 SX VTVT (O) AT","Mumbai",28000,"Petrol","Automatic","First",17.1,1591,121.4,5,15.9418312578309
"1126",1136,2014,10,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Mumbai",45000,"Diesel","Automatic","First",19.27,2143,167.62,5,52.6898885755086
"1127",1137,2013,11,"BMW 7 Series 740i Sedan","Kochi",86107,"Petrol","Automatic","First",8.45,2979,321,5,53.8545166197977
"1128",1138,2015,9,"Land Rover Range Rover 2.2L Pure","Hyderabad",49000,"Diesel","Automatic","Second",12.7,2179,187.7,5,52.2209661166124
"1129",1139,2018,6,"Hyundai Creta 1.6 SX Plus Petrol Automatic","Coimbatore",32746,"Petrol","Automatic","First",13,1591,121.3,5,25.590903925029
"1130",1140,2013,11,"Volkswagen Vento 1.2 TSI Highline AT","Mumbai",42758,"Petrol","Automatic","First",16.93,1197,103.2,5,16.73106131005
"1131",1141,2013,11,"Mini Cooper Countryman D","Hyderabad",50000,"Diesel","Automatic","First",23.8,1998,112,5,22.8625717517265
"1132",1142,2016,8,"Volvo S60 D4 KINETIC","Coimbatore",90904,"Diesel","Automatic","First",9,1984,181,5,50.1753355638287
"1133",1143,2012,12,"Renault Pulse RxL","Kolkata",52612,"Diesel","Manual","First",23.08,1461,63.12,5,9.12395452768667
"1134",1144,2015,9,"Honda Amaze SX i-VTEC","Kolkata",40000,"Petrol","Manual","First",18,1198,86.7,5,6.91658985405733
"1135",1145,2012,12,"Toyota Camry 2.5 G","Delhi",80724,"Petrol","Automatic","First",12.98,2494,178.4,5,60.9436771476351
"1136",1146,2009,15,"Maruti Alto LXi","Hyderabad",62659,"Petrol","Manual","First",19.7,796,46.3,5,4.43350553690942
"1137",1147,2011,13,"Skoda Superb Style 1.8 TSI AT","Kochi",72734,"Petrol","Automatic","Second",14.67,1798,177.46,5,33.36
"1138",1148,2015,9,"Maruti Ertiga ZXI","Pune",15000,"Petrol","Manual","First",17.5,1373,91.1,7,9.5566420876767
"1139",1149,2014,10,"Audi A4 2.0 TDI","Bangalore",65475,"Diesel","Automatic","First",16.55,1968,147.51,5,45.617729332222
"1140",1150,2012,12,"Maruti Ertiga VDI","Chennai",71000,"Diesel","Manual","First",20.77,1248,88.76,7,11.1931652519633
"1141",1151,2016,8,"Mercedes-Benz New C-Class C 220 CDI Style","Bangalore",16000,"Diesel","Automatic","First",19.27,2143,167.62,5,53.0568200218813
"1142",1152,2011,13,"Maruti Swift Dzire 1.2 Vxi BSIV","Delhi",72329,"Petrol","Manual","First",17.5,1197,85.8,5,7.40611927155297
"1143",1153,2016,8,"Mercedes-Benz GLA Class 200 CDI SPORT","Coimbatore",49398,"Diesel","Automatic","First",17.9,2143,136,5,52.1337004451038
"1144",1154,2016,8,"Honda City i VTEC VX Option","Jaipur",44147,"Petrol","Manual","First",17.8,1497,117.3,5,12.044591050688
"1145",1155,2007,17,"Maruti Alto LXi BSII","Ahmedabad",45000,"Petrol","Manual","First",19.7,796,46.3,5,4.41357313083896
"1146",1156,2011,13,"Toyota Fortuner 3.0 Diesel","Delhi",75000,"Diesel","Manual","First",11.5,2982,171,7,23.6139420151392
"1147",1157,2017,7,"BMW 3 Series Luxury Line","Coimbatore",22574,"Diesel","Automatic","First",21.76,1995,190,5,62.07
"1148",1158,2016,8,"Hyundai Elite i20 Petrol Asta","Kochi",26642,"Petrol","Manual","First",18.6,1197,81.86,5,7.36032664398969
"1149",1159,2013,11,"Honda Amaze VX i-DTEC","Hyderabad",81304,"Diesel","Manual","First",25.8,1498,98.6,5,12.3860297858846
"1150",1160,2013,11,"Volkswagen Jetta 2007-2011 2.0 TDI Comfortline","Kolkata",46000,"Diesel","Manual","First",15,1896,105,5,21.6382739418274
"1151",1161,2007,17,"Mercedes-Benz S Class 2005 2013 320 L","Hyderabad",99000,"Petrol","Manual","First",13,2987,210,5,46.5322701885629
"1152",1162,2012,12,"Hyundai EON Era","Pune",36317,"Petrol","Manual","First",21.1,814,55.2,5,4.35312280869602
"1153",1163,2008,16,"Maruti Zen Estilo LXI BSIII","Pune",70000,"Petrol","Manual","First",18.2,998,67.1,5,5.89597374778082
"1154",1164,2009,15,"Hyundai Verna CRDi SX","Hyderabad",137711,"Diesel","Manual","First",16.8,1493,110,5,15.0935663133574
"1155",1165,2018,6,"Hyundai Verna VTVT 1.6 AT SX Option","Mumbai",18980,"Petrol","Automatic","First",17,1591,121.3,5,15.14
"1156",1166,2015,9,"Hyundai i20 Asta Option 1.2","Mumbai",31293,"Petrol","Manual","First",18.6,1197,81.83,5,7.22740334879597
"1157",1167,2004,20,"Maruti Baleno Vxi - BSIII","Pune",43000,"Petrol","Manual","Second",15.4,1590,94,5,12.1581376162476
"1158",1168,2016,8,"Honda Jazz 1.5 S i DTEC","Ahmedabad",45000,"Diesel","Manual","First",27.3,1498,98.6,5,12.6607064128056
"1159",1169,2012,12,"Volkswagen Vento Diesel Comfortline","Kolkata",53000,"Diesel","Manual","First",20.54,1598,103.6,5,12.9381756500793
"1160",1170,2011,13,"Hyundai i10 Magna 1.1L","Pune",30000,"Petrol","Manual","First",19.81,1086,68.05,5,5.81941281093743
"1161",1171,2017,7,"Jeep Compass 2.0 Sport","Delhi",13000,"Diesel","Manual","First",17.1,1956,170,5,19.72
"1162",1172,2013,11,"Renault Duster 110PS Diesel RxZ","Delhi",62000,"Diesel","Manual","First",19.01,1461,108.45,5,14.4619739972007
"1163",1173,2012,12,"Maruti Swift Dzire VXi","Chennai",35161,"Petrol","Manual","First",17.5,1298,85.8,5,7.03267369057205
"1164",1174,2006,18,"Maruti Alto LXi","Jaipur",75000,"Petrol","Manual","First",19.7,796,46.3,5,4.57592529296244
"1165",1175,2016,8,"Tata Nano XTA","Coimbatore",53590,"Petrol","Automatic","First",21.9,624,37.48,4,8.89236180479768
"1166",1176,2008,16,"Hyundai i10 Era 1.1","Chennai",71467,"Petrol","Manual","First",19.81,1086,68.05,5,7.09914116251562
"1167",1177,2011,13,"Maruti Alto XCITE","Kochi",66287,"Petrol","Manual","First",19.7,796,46.3,5,4.3522217870512
"1168",1178,2012,12,"Ford Figo Diesel EXI","Jaipur",85000,"Diesel","Manual","Second",20,1399,68,5,9.33127854310646
"1169",1179,2012,12,"Land Rover Discovery 4 TDV6 Auto Diesel","Hyderabad",147202,"Diesel","Automatic","First",11.8,2993,241.6,7,36.2206041786056
"1170",1180,2016,8,"Honda City i DTec SV","Coimbatore",72566,"Diesel","Manual","First",26,1498,98.6,5,12.4916266727065
"1171",1181,2015,9,"Maruti Ritz LDi","Pune",190000,"Diesel","Manual","First",23.2,1248,73.94,5,8.67400892432118
"1172",1182,2017,7,"Hyundai Grand i10 1.2 Kappa Sportz Option","Delhi",25348,"Petrol","Manual","First",18.9,1197,81.86,5,7.35956608288539
"1173",1183,2014,10,"Hyundai Grand i10 AT Asta","Delhi",54000,"Petrol","Automatic","First",18.9,1197,82,5,7.91747429496986
"1174",1184,2015,9,"Hyundai i20 Sportz Option 1.2","Bangalore",33000,"Petrol","Manual","First",18.6,1197,81.83,5,7.34536458220454
"1175",1185,2011,13,"BMW 5 Series 2003-2012 520d","Delhi",58067,"Diesel","Automatic","First",18.48,1995,177,5,55.3430690061857
"1176",1186,2015,9,"Mercedes-Benz E-Class E250 CDI Avantgrade","Coimbatore",43020,"Diesel","Automatic","First",13,2143,201.1,5,50.7447949607837
"1177",1187,2014,10,"Toyota Innova 2.5 G (Diesel) 7 Seater BS IV","Hyderabad",27641,"Diesel","Manual","First",12.99,2494,100,7,17.6541952480806
"1178",1188,2016,8,"Maruti Swift Dzire ZDI","Hyderabad",46372,"Diesel","Manual","First",26.59,1248,74,5,8.91263406048174
"1179",1189,2016,8,"Maruti Alto K10 VXI","Kochi",27535,"Petrol","Manual","First",24.07,998,67.1,5,4.09
"1180",1190,2016,8,"BMW 5 Series 520d Luxury Line","Kochi",55615,"Diesel","Automatic","First",22.48,1995,190,5,67.87
"1181",1191,2017,7,"Maruti Vitara Brezza VDi Option","Jaipur",19000,"Diesel","Manual","First",24.3,1248,88.5,5,10.104316899942
"1182",1192,2010,14,"Hyundai Verna Transform VTVT with Audio","Kolkata",47000,"Petrol","Manual","First",16.2,1599,103.2,5,12.2374891330465
"1183",1193,2015,9,"Honda City i VTEC VX","Delhi",60595,"Petrol","Manual","First",17.4,1497,117.3,5,12.7038338098043
"1184",1194,2013,11,"Tata Indica Vista Quadrajet LS","Hyderabad",170000,"Diesel","Manual","First",22.3,1248,74,5,8.97448355737992
"1185",1195,2017,7,"Hyundai i20 Active 1.4 SX","Delhi",14301,"Diesel","Manual","First",21.19,1396,88.73,5,10.3005508729346
"1186",1196,2015,9,"Audi A6 2011-2015 2.0 TDI","Kochi",42741,"Diesel","Automatic","Second",17.68,1968,174.33,5,49.3538742224469
"1187",1197,2015,9,"BMW X5 xDrive 30d Design Pure Experience 5 Seater","Delhi",31000,"Diesel","Automatic","Second",15.97,2993,258,5,51.1797439204485
"1188",1198,2017,7,"Hyundai Creta 1.6 SX Plus Dual Tone Petrol","Delhi",11000,"Petrol","Manual","First",15.29,1591,121.3,5,13.6903446154257
